,is_terrorist,suspect_id
3857125,True,3857125
2678382,True,2678382
3502028,True,3502028
2167375,True,2167375
3820334,False,3820334
3378879,True,3378879
3362212,True,3362212
3062078,True,3062078
3025550,True,3025550
3472245,False,3472245
3912208,True,3912208
3865591,True,3865591
2335673,True,2335673
3349366,True,3349366
3886938,True,3886938
3581256,False,3581256
3412848,True,3412848
3532479,True,3532479
2114495,True,2114495
3160794,True,3160794
3306967,True,3306967
3828277,True,3828277
3004557,True,3004557
3328242,True,3328242
2438473,True,2438473
2654851,True,2654851
3026342,True,3026342
3441231,True,3441231
3627545,False,3627545
3586906,True,3586906
2146909,True,2146909
3638720,True,3638720
3202145,True,3202145
2362558,True,2362558
2084909,True,2084909
3193902,True,3193902
3270209,True,3270209
3797642,True,3797642
3946053,True,3946053
2965631,False,2965631
3271359,True,3271359
2913440,True,2913440
2318972,True,2318972
2310254,True,2310254
3115879,True,3115879
3050999,True,3050999
3061753,True,3061753
2734448,True,2734448
3401035,True,3401035
3163002,True,3163002
3812850,True,3812850
3241759,True,3241759
3852880,True,3852880
3666454,True,3666454
3483590,True,3483590
3767882,True,3767882
2226603,True,2226603
2075292,True,2075292
2868080,True,2868080
2979752,True,2979752
2078015,True,2078015
3069545,True,3069545
3561658,True,3561658
2427762,False,2427762
3023395,False,3023395
3753146,True,3753146
2295402,True,2295402
3018042,True,3018042
2870187,True,2870187
3699909,True,3699909
3268684,False,3268684
2683321,True,2683321
2376070,True,2376070
2264360,True,2264360
2102773,True,2102773
2994719,True,2994719
3107943,True,3107943
2824368,True,2824368
3036358,True,3036358
3957431,True,3957431
3694779,True,3694779
2479066,True,2479066
3585148,True,3585148
3163731,True,3163731
2862788,True,2862788
3897634,True,3897634
3958487,False,3958487
2877000,True,2877000
2831430,True,2831430
2979448,True,2979448
2818723,True,2818723
2930230,True,2930230
3125249,True,3125249
2491457,True,2491457
3011807,True,3011807
3054189,True,3054189
3486341,True,3486341
2017542,True,2017542
3723064,True,3723064
3517865,True,3517865
3277586,True,3277586
3667633,True,3667633
3581178,True,3581178
2268658,True,2268658
3971266,False,3971266
3070456,True,3070456
3149023,True,3149023
3897386,True,3897386
3151051,False,3151051
2695356,True,2695356
2128824,False,2128824
3260014,False,3260014
2397185,True,2397185
3591954,True,3591954
2443437,True,2443437
3840100,True,3840100
2235525,True,2235525
2870629,True,2870629
3078347,True,3078347
3101055,True,3101055
2048214,True,2048214
3974869,True,3974869
3020632,True,3020632
3144199,True,3144199
2208167,True,2208167
3768601,True,3768601
2871174,True,2871174
2477270,True,2477270
3114681,True,3114681
3481279,True,3481279
3542745,True,3542745
3842637,False,3842637
3026785,True,3026785
3456370,True,3456370
3622225,True,3622225
2234998,True,2234998
3206636,False,3206636
3848981,True,3848981
3633508,True,3633508
3863953,True,3863953
3148854,True,3148854
3321038,True,3321038
2895849,True,2895849
3747378,True,3747378
3313063,True,3313063
3434806,True,3434806
2326209,True,2326209
3517359,True,3517359
3002546,True,3002546
3454067,True,3454067
2795957,True,2795957
2195218,False,2195218
3403295,True,3403295
3203474,True,3203474
2584289,True,2584289
2699615,True,2699615
2134948,True,2134948
2344752,True,2344752
2683724,False,2683724
3281132,True,3281132
3708230,True,3708230
2312765,True,2312765
3795644,True,3795644
2242755,True,2242755
2709190,True,2709190
2181113,True,2181113
2928022,True,2928022
2317322,True,2317322
3218505,True,3218505
2508013,True,2508013
2981046,True,2981046
2177279,True,2177279
3217633,True,3217633
2179033,True,2179033
2438096,True,2438096
2146540,True,2146540
2829710,True,2829710
3936967,True,3936967
2604120,True,2604120
3233377,True,3233377
3245919,True,3245919
3192229,True,3192229
3626292,True,3626292
2974081,True,2974081
3846772,True,3846772
2833870,True,2833870
2760673,True,2760673
2691737,True,2691737
2327160,True,2327160
3580406,True,3580406
2524223,True,2524223
3623315,False,3623315
3227212,True,3227212
2048505,False,2048505
3434265,False,3434265
3264352,True,3264352
3399601,True,3399601
3793412,True,3793412
2915402,True,2915402
2233959,False,2233959
2466057,True,2466057
2842181,True,2842181
2512842,True,2512842
2500975,True,2500975
3491811,False,3491811
3267765,True,3267765
2277793,True,2277793
3634943,True,3634943
2306190,True,2306190
3571532,True,3571532
3015958,True,3015958
3782175,True,3782175
2240964,True,2240964
3664688,True,3664688
3411767,True,3411767
3477643,True,3477643
3128273,True,3128273
3177647,True,3177647
3174242,True,3174242
3304650,True,3304650
3617135,True,3617135
3705707,True,3705707
3867044,True,3867044
2588909,True,2588909
3597036,True,3597036
2209523,True,2209523
3053029,True,3053029
3879327,True,3879327
3635049,True,3635049
3090588,False,3090588
3986280,True,3986280
3820473,True,3820473
3912775,True,3912775
3890551,True,3890551
3333486,True,3333486
3604116,True,3604116
2814826,True,2814826
3586911,False,3586911
2193273,True,2193273
3577115,True,3577115
3991748,True,3991748
2065465,True,2065465
3704172,True,3704172
3899232,True,3899232
3392768,True,3392768
2760382,True,2760382
2883042,True,2883042
3458216,True,3458216
3438697,True,3438697
3905870,False,3905870
3863431,True,3863431
2975455,True,2975455
2173621,True,2173621
2508525,True,2508525
3687147,True,3687147
2511899,True,2511899
3433230,True,3433230
3083471,False,3083471
3686493,True,3686493
2890400,True,2890400
3818950,False,3818950
2061375,True,2061375
3784954,True,3784954
3236209,True,3236209
3427937,True,3427937
3981906,True,3981906
3741675,True,3741675
2332126,True,2332126
3436586,True,3436586
3057422,True,3057422
3490437,True,3490437
2241483,True,2241483
2603717,True,2603717
3183017,True,3183017
3528861,True,3528861
2308496,False,2308496
3190727,True,3190727
2626495,False,2626495
3315774,False,3315774
3240759,True,3240759
3044806,True,3044806
3897299,True,3897299
3826085,True,3826085
2794670,True,2794670
2246344,True,2246344
2903808,True,2903808
3284921,True,3284921
2877397,True,2877397
2831414,True,2831414
3941763,True,3941763
2317551,True,2317551
2764155,True,2764155
3820167,True,3820167
3269685,True,3269685
3128284,True,3128284
3263065,True,3263065
3257186,True,3257186
3565806,True,3565806
2732172,True,2732172
3798791,True,3798791
3595186,True,3595186
3090625,True,3090625
3887313,True,3887313
3929309,True,3929309
2419067,True,2419067
3669101,True,3669101
2662765,True,2662765
3821905,False,3821905
3632913,True,3632913
2157963,True,2157963
2852615,True,2852615
3785516,True,3785516
3099552,True,3099552
3951943,True,3951943
3257045,True,3257045
3904700,True,3904700
3990969,True,3990969
2863210,True,2863210
3924859,True,3924859
2939848,True,2939848
3310013,True,3310013
2328030,True,2328030
3267243,True,3267243
3354558,True,3354558
3187219,True,3187219
2654336,True,2654336
3897231,True,3897231
3149105,True,3149105
2275937,True,2275937
2109228,True,2109228
3405047,True,3405047
3699752,True,3699752
3979659,True,3979659
3703135,True,3703135
3886589,True,3886589
3668356,True,3668356
3261334,False,3261334
2912032,True,2912032
3116716,False,3116716
3519578,True,3519578
3554511,True,3554511
3985489,True,3985489
3325881,True,3325881
3400911,True,3400911
3653415,True,3653415
3478276,True,3478276
2809142,True,2809142
2682808,True,2682808
3399887,True,3399887
3828165,True,3828165
2745940,True,2745940
3776433,True,3776433
3052784,True,3052784
3657045,True,3657045
3103261,True,3103261
3157079,True,3157079
3696168,True,3696168
2827355,True,2827355
2636273,True,2636273
3692351,True,3692351
3403609,True,3403609
2532400,True,2532400
2975483,True,2975483
3270697,True,3270697
3546039,False,3546039
3717991,True,3717991
3083464,False,3083464
3352861,True,3352861
3625783,True,3625783
2230994,True,2230994
3892981,True,3892981
2009499,True,2009499
2247850,True,2247850
3187528,True,3187528
2970434,True,2970434
2363420,True,2363420
2153290,True,2153290
3392213,True,3392213
2895959,True,2895959
3622487,True,3622487
2723651,False,2723651
2891483,True,2891483
2972367,False,2972367
2873898,True,2873898
2306557,True,2306557
3576137,True,3576137
3393166,True,3393166
3087066,True,3087066
2023303,True,2023303
2292825,True,2292825
2525648,True,2525648
3194773,True,3194773
3171031,True,3171031
2797058,True,2797058
2900120,True,2900120
3467980,True,3467980
3600000,True,3600000
3911315,True,3911315
2304313,True,2304313
3554715,True,3554715
2400863,True,2400863
3446766,False,3446766
2367528,True,2367528
3470052,True,3470052
3747088,False,3747088
3831121,True,3831121
2363656,True,2363656
3283250,True,3283250
3224840,True,3224840
3313680,True,3313680
2913143,True,2913143
3068134,True,3068134
3850349,True,3850349
3756655,True,3756655
3782363,True,3782363
3483576,True,3483576
2080798,True,2080798
2990231,True,2990231
3298224,True,3298224
2552360,True,2552360
2560115,True,2560115
2892282,True,2892282
2676723,True,2676723
3823300,True,3823300
3770136,True,3770136
3486243,True,3486243
2394711,True,2394711
2350306,False,2350306
2185270,True,2185270
3975080,True,3975080
3127328,True,3127328
3062881,True,3062881
2125019,True,2125019
3030022,True,3030022
3548811,True,3548811
3526532,True,3526532
3133113,True,3133113
2812908,True,2812908
3002852,True,3002852
3677453,True,3677453
2373467,True,2373467
3007745,True,3007745
2520207,False,2520207
3478938,True,3478938
3416008,True,3416008
2906932,True,2906932
3090063,True,3090063
2899107,True,2899107
3561648,True,3561648
2640278,True,2640278
3665316,True,3665316
2976052,True,2976052
3852629,True,3852629
3024340,True,3024340
2637890,True,2637890
3221712,True,3221712
3209325,False,3209325
3627522,True,3627522
3280568,True,3280568
2117926,True,2117926
3049555,True,3049555
2835865,True,2835865
3916782,True,3916782
2303741,True,2303741
2116404,True,2116404
3247739,True,3247739
2273540,True,2273540
3571797,False,3571797
3465178,True,3465178
3607853,True,3607853
2536008,True,2536008
3942130,True,3942130
3680362,True,3680362
2341757,True,2341757
2744303,True,2744303
2798529,True,2798529
2287307,True,2287307
2374726,False,2374726
3395338,True,3395338
3464344,True,3464344
3244673,True,3244673
3186675,True,3186675
2947694,True,2947694
3158322,True,3158322
2916851,True,2916851
3988339,True,3988339
3499413,True,3499413
2723853,True,2723853
2974280,True,2974280
2175872,True,2175872
2480435,True,2480435
3776166,True,3776166
2651079,False,2651079
3809803,True,3809803
2534311,True,2534311
3096638,True,3096638
3156918,False,3156918
3319385,True,3319385
3327688,True,3327688
3627361,True,3627361
3754728,True,3754728
2600085,True,2600085
3263146,True,3263146
2265289,True,2265289
2060265,False,2060265
3590095,True,3590095
2848675,True,2848675
3124687,True,3124687
3023478,True,3023478
2086349,True,2086349
3696559,False,3696559
3083814,True,3083814
2856984,True,2856984
3293801,True,3293801
2305828,True,2305828
2027080,True,2027080
3388879,True,3388879
2791521,True,2791521
3702222,True,3702222
3839945,True,3839945
2131132,True,2131132
3663338,True,3663338
3043895,False,3043895
3616717,True,3616717
2575145,True,2575145
2951929,True,2951929
3567581,True,3567581
3906034,True,3906034
3412668,True,3412668
3137327,True,3137327
2355673,True,2355673
2029687,True,2029687
2674430,True,2674430
2636915,True,2636915
2761395,True,2761395
3123096,True,3123096
3281999,True,3281999
2486554,True,2486554
3360571,True,3360571
3895594,True,3895594
2011837,True,2011837
3845685,True,3845685
2411921,True,2411921
2381357,True,2381357
2072646,True,2072646
3190289,True,3190289
3034581,True,3034581
2553373,True,2553373
2285105,False,2285105
3741572,True,3741572
2295339,True,2295339
3080515,True,3080515
3917213,True,3917213
3220239,True,3220239
2169141,True,2169141
3783666,True,3783666
3856859,False,3856859
3622336,True,3622336
2655404,True,2655404
3050950,True,3050950
2776991,True,2776991
3852144,True,3852144
2463788,True,2463788
3955441,True,3955441
3946569,True,3946569
3553317,True,3553317
3931782,True,3931782
3591904,True,3591904
2090491,True,2090491
3421490,True,3421490
2372959,True,2372959
2657200,True,2657200
2910425,True,2910425
3489115,True,3489115
3247411,True,3247411
3744145,True,3744145
3862549,True,3862549
3480154,True,3480154
3744763,True,3744763
3777152,True,3777152
3389016,False,3389016
2336408,True,2336408
3224748,True,3224748
3777890,True,3777890
2522715,True,2522715
2280579,True,2280579
2449531,True,2449531
2226030,True,2226030
3800099,True,3800099
3632446,True,3632446
2203611,True,2203611
2456097,True,2456097
3472990,True,3472990
2016895,True,2016895
3984942,False,3984942
3024504,True,3024504
2853995,True,2853995
2957749,True,2957749
2838774,True,2838774
3571242,True,3571242
2519003,True,2519003
3990712,True,3990712
3675842,True,3675842
3711981,True,3711981
3692983,True,3692983
3951417,True,3951417
3359196,False,3359196
3263357,True,3263357
2346015,True,2346015
2873664,True,2873664
3604483,True,3604483
3372727,True,3372727
2724239,True,2724239
3433573,True,3433573
3654219,True,3654219
3827441,True,3827441
3155646,True,3155646
3407188,False,3407188
2747346,True,2747346
3155360,True,3155360
2004179,True,2004179
3011156,True,3011156
2114154,True,2114154
3110057,True,3110057
3439699,False,3439699
2960482,True,2960482
3385480,True,3385480
2001274,True,2001274
3172409,False,3172409
3158407,True,3158407
3878124,True,3878124
3205813,False,3205813
3412553,True,3412553
3819590,True,3819590
3204857,False,3204857
2942855,True,2942855
2271762,True,2271762
3423534,True,3423534
3171283,True,3171283
3134057,True,3134057
2797565,True,2797565
2239412,True,2239412
2590250,True,2590250
2702199,True,2702199
2348611,True,2348611
3517788,True,3517788
2844699,True,2844699
3617220,True,3617220
2028495,False,2028495
3313286,True,3313286
3818243,True,3818243
2430443,False,2430443
3905653,True,3905653
2958018,True,2958018
2506225,False,2506225
3083983,True,3083983
3268748,True,3268748
2520682,True,2520682
3113526,True,3113526
2473202,True,2473202
2283193,True,2283193
3608760,True,3608760
2070267,True,2070267
3450450,True,3450450
3655383,True,3655383
2732003,False,2732003
3573181,True,3573181
3758142,False,3758142
3376092,True,3376092
2170188,True,2170188
2270570,True,2270570
3812387,True,3812387
2303180,True,2303180
2329251,False,2329251
3009153,True,3009153
3642709,True,3642709
2277561,True,2277561
2895002,True,2895002
3540868,True,3540868
2419214,True,2419214
3231237,True,3231237
2887549,True,2887549
3520240,False,3520240
3780336,True,3780336
3864754,True,3864754
2036514,True,2036514
3369619,True,3369619
2732487,True,2732487
3146139,False,3146139
3244720,True,3244720
3391086,True,3391086
2285844,True,2285844
2952221,True,2952221
2466737,True,2466737
3240510,True,3240510
2976919,False,2976919
3004989,True,3004989
3414574,True,3414574
3695369,False,3695369
2726417,True,2726417
2856760,True,2856760
3074431,True,3074431
2504903,True,2504903
3527597,True,3527597
3829662,True,3829662
3225787,True,3225787
3584347,True,3584347
2510057,True,2510057
3362125,True,3362125
2046495,True,2046495
3936682,True,3936682
3054639,True,3054639
2092221,True,2092221
2842106,True,2842106
2246889,True,2246889
2018832,True,2018832
3564392,True,3564392
3970231,True,3970231
2328652,True,2328652
2188319,True,2188319
3782003,True,3782003
2105291,True,2105291
3441843,True,3441843
2773816,True,2773816
2343788,True,2343788
2969733,True,2969733
3979698,True,3979698
3280331,True,3280331
2374000,True,2374000
2137114,True,2137114
2504878,True,2504878
3446887,True,3446887
3440761,True,3440761
3133369,True,3133369
3333149,True,3333149
2823350,True,2823350
3070605,True,3070605
2188456,True,2188456
2911227,True,2911227
2079274,True,2079274
3182678,True,3182678
2003011,True,2003011
2228605,True,2228605
3985921,True,3985921
3870574,True,3870574
3752711,True,3752711
3526803,True,3526803
3708324,True,3708324
3357988,True,3357988
3573113,True,3573113
3802029,True,3802029
3522373,True,3522373
3120404,True,3120404
3270670,True,3270670
3355164,True,3355164
3319156,True,3319156
2116068,True,2116068
2414784,True,2414784
3363004,True,3363004
2742531,True,2742531
3426330,False,3426330
2640194,False,2640194
3553955,False,3553955
3976349,True,3976349
3815467,True,3815467
3409527,True,3409527
3658794,True,3658794
3658161,True,3658161
3052321,True,3052321
3336890,True,3336890
3489585,True,3489585
3288495,True,3288495
2882290,True,2882290
2839930,True,2839930
2264960,True,2264960
3808324,True,3808324
3050892,True,3050892
3603416,True,3603416
2983395,True,2983395
2348916,True,2348916
3627154,True,3627154
3504454,True,3504454
3019124,True,3019124
3883348,True,3883348
3439207,True,3439207
3803586,True,3803586
3635205,True,3635205
2075061,True,2075061
3625524,True,3625524
2414173,True,2414173
2787589,True,2787589
2611255,True,2611255
2478043,True,2478043
2639103,True,2639103
2881792,True,2881792
3908586,True,3908586
2643887,True,2643887
2068321,True,2068321
3134562,True,3134562
2523861,True,2523861
3766620,False,3766620
3439797,False,3439797
3794086,True,3794086
3766900,True,3766900
3397159,True,3397159
2283433,True,2283433
3063324,True,3063324
2934796,False,2934796
3445908,True,3445908
3928453,True,3928453
2608849,False,2608849
2818331,True,2818331
3613560,False,3613560
3605174,True,3605174
3958821,True,3958821
2379143,True,2379143
2766987,True,2766987
3212750,True,3212750
2424766,True,2424766
3572719,True,3572719
3171309,False,3171309
2305316,False,2305316
2281076,True,2281076
2992693,True,2992693
3191436,True,3191436
