"photo_id";"owner";"gender";"occupation";"title";"description";"faves";"lat";"lon";"u_city";"u_country";"taken";"weather";"season";"daytime"
"29499158291";"130418712@N05";"1";NA;"Lago del Espejo";"El Lago del Espejo es uno de los parajes que se encuentra en el Parque Natural del Monasterio de Piedra, en la localidad zaragozana de Nuevalos, y que se trata de una laguna de aguas cristalinas.
Tanto el lago como las distintas cascadas y grutas que se encuentran en dicho parque son consecuencia del paso por el mismo del Rio Piedra, afluente del Jalón, que a su vez es afluente del Rio Ebro.";778;41,191395;-1,784323;NA;NA;"2016-09-04 13:47:19";1;2;1
"29742232315";"146106459@N03";"1";"Informaticien";"_DSC7260_DxO_DxO FLIRT";"Sieste au Parc de Bercy Paris12";14;48,836108;2,381694;"Paris";"France";"2015-05-26 13:41:40";9;1;1
"29777481322";"146106459@N03";"1";"Informaticien";"_DSC2537_DxO Ambiance Bar";"Monochrome I like B&amp;W";27;48,836108;2,381694;"Paris";"France";"2016-08-23 05:41:20";1;2;3
"29807819351";"146106459@N03";"1";"Informaticien";"_DSC2544_DxO Ambiance";"Monochrome I like B&amp;W";3;48,836108;2,381694;"Paris";"France";"2016-08-25 14:05:47";9;2;1
"29884547414";"133755874@N03";"2";NA;"two cats";"Braunschweig

OLYMPUS art filter &quot;Partial Color&quot;";19;52,213888;10,523333;"Braunschweig";"Deutschland";"2016-04-01 12:56:38";1;1;1
"31536395197";"8704943@N07";"1";"Engineer";"Dwór Osteinów";"Dwór Osteinów (Osteiner Hof), Schillerpl., Moguncja, 16 listopada 2018 r.
Barokową rezydencję wybudował w latach 1747-1751 Johann Valentin Thomann dla hrabiowskiego rodu von Osteinów. Johann Friedrich Karl von Ostein był w tym czasie Elektorem Moguncji. Wkrótce budynek został zajęty przez okupujących Moguncję Francuzów na potrzeby władz departamentu. Był też wykorzystywany przez dowództwo pruskiego wojska. Po zniszczeniu w czasie II wojny światowej został odbudowany w latach 1947-48. Do 2014 r. był zajmowany przez Bundeswehrę.
**
Ostein Court (Osteiner Hof), Schillerpl., Mainz, November 16, 2018
The Baroque residence was built in 1747-1751 by Johann Valentin Thomann for the Graf von Ostein family. Johann Friedrich Karl von Ostein was the Elector of Mainz at that time. Soon it was taken over by French occupying Mainz for the department authorities seat. It was also used as Prussian military headquarters. After destruction during the World War II it was reconstructed in 1947-1948. Until 2014 the Ostein Court was in use by the Bundeswehr.";3;49,997903;8,267671;"Gdańsk";"Poland";"2018-11-16 15:08:38";10;3;1
"31536395467";"8704943@N07";"1";"Engineer";"Witraże";"<a href='https://www.flickr.com/photos/iks_berto/31536395917/'>Witraże</a> w <a href='https://www.flickr.com/photos/iks_berto/45563079585/'>kościele św. Szczepana</a> (St. Stephankirche), Moguncja, 16 listopada 2018 r.
**
<a href='https://www.flickr.com/photos/iks_berto/31536395917/'>Stained glass windows</a> in the <a href='https://www.flickr.com/photos/iks_berto/45563079585/'>church of St. Stephen</a> (St. Stephankirche), Mainz, November 16, 2018";2;49,995724;8,268733;"Gdańsk";"Poland";"2018-11-16 15:00:44";10;3;1
"31536395917";"8704943@N07";"1";"Engineer";"Witraże";"<a href='https://www.flickr.com/photos/iks_berto/45563079585/'>Witraże Marca Chagalla</a> w prezbiterium <a href='https://www.flickr.com/photos/iks_berto/32572871118/'>kościoła św. Szczepana</a> (St. Stephankirche), Moguncja, 16 listopada 2018 r.
**
<a href='https://www.flickr.com/photos/iks_berto/45563079585/'>Stained glass windows by Marc Chagall</a> in the choir of the <a href='https://www.flickr.com/photos/iks_berto/32572871118/'>church of St. Stephen</a> (St. Stephankirche), Mainz, November 16, 2018";1;49,995724;8,268733;"Gdańsk";"Poland";"2018-11-16 14:57:06";10;3;1
"31958928478";"25722132@N05";"3";NA;"...";"________________________________________________
<b>© ángel mateo</b>
Todos los derechos reservados / All rights reserved.";24;36,71761;-4,417716;NA;NA;"2018-10-11 16:09:00";9;3;1
"32050747657";"67878469@N00";"1";NA;"Another mudéjar ceiling in the Alcázar of Seville";"Plafond mudéjar dans l'Alcazar de Séville
***
Otro techo mudéjar en el Alcázar de Sevilla
***
I don't know what is wrong with me, but I could stare for hours at those mudéjar ceilings...;-)";19;37,384867;-5,99195;"Paris";"France";"2016-01-01 00:00:00";3;4;3
"32390620857";"79986881@N00";"1";"Architectural Design + Photography";"Italy - Turin - Palazzo Reale di Torino 29_DSC4297";"One of the many stairs in the Palazzo Reale Di Torino.

We made sure we were amongst the first to enter the Palazzo Reale di Torino on the day we visited.  That way by keeping ahead of most of the visitors we were able to experience these amazing spaces without hordes of other tourists.

Click here to see more of my photos from my trip to Turin : <a href='https://www.flickr.com/photos/darrellg/albums/72157705667566294'>www.flickr.com/photos/darrellg/albums/72157705667566294</a>

From Wikipedia : &quot;The Royal Palace of Turin (Italian: Palazzo Reale di Torino) is a historic palace of the House of Savoy in the city of Turin in Northern Italy. It was originally built in the 16th century and was later modernized by Christine Marie of France (1606–63) in the 17th century, with designs by the Baroque architect Filippo Juvarra. The palace also includes the Palazzo Chiablese and the Chapel of the Holy Shroud, the latter of which was built to house the famous Shroud of Turin. In 1946, the building became the property of the state and was turned into a museum. In 1997, it was placed on the UNESCO World Heritage Site list along with 13 other residences of the House of Savoy.&quot;

<a href='http://www.dgphotos.co.uk' rel='noreferrer nofollow'>My Website</a> : <a href='https://www.twitter.com/dgphotos' rel='noreferrer nofollow'>Twitter</a> : <a href='https://www.facebook.com/dsgphotos' rel='noreferrer nofollow'>Facebook</a> : <a href='https://instagram.com/dgphotos.co.uk/' rel='noreferrer nofollow'>Instagram</a>  : <a href='https://www.photocrowd.com/dgphotos/' rel='noreferrer nofollow'>Photocrowd</a>

© D.Godliman";21;45,073179;7,685483;"Oxford";"United Kingdom";"2018-09-29 10:25:35";1;3;1
"32390624347";"79986881@N00";"1";"Architectural Design + Photography";"Italy - Turin - Palazzo Reale di Torino 27_DSC4294";"One of the grand stairs in the Palazzo Reale Di Torino.

We made sure we were amongst the first to enter the Palazzo Reale di Torino on the day we visited.  That way by keeping ahead of most of the visitors we were able to experience these amazing spaces without hordes of other tourists.

Click here to see more of my photos from my trip to Turin : <a href='https://www.flickr.com/photos/darrellg/albums/72157705667566294'>www.flickr.com/photos/darrellg/albums/72157705667566294</a>

From Wikipedia : &quot;The Royal Palace of Turin (Italian: Palazzo Reale di Torino) is a historic palace of the House of Savoy in the city of Turin in Northern Italy. It was originally built in the 16th century and was later modernized by Christine Marie of France (1606–63) in the 17th century, with designs by the Baroque architect Filippo Juvarra. The palace also includes the Palazzo Chiablese and the Chapel of the Holy Shroud, the latter of which was built to house the famous Shroud of Turin. In 1946, the building became the property of the state and was turned into a museum. In 1997, it was placed on the UNESCO World Heritage Site list along with 13 other residences of the House of Savoy.&quot;

<a href='http://www.dgphotos.co.uk' rel='noreferrer nofollow'>My Website</a> : <a href='https://www.twitter.com/dgphotos' rel='noreferrer nofollow'>Twitter</a> : <a href='https://www.facebook.com/dsgphotos' rel='noreferrer nofollow'>Facebook</a> : <a href='https://instagram.com/dgphotos.co.uk/' rel='noreferrer nofollow'>Instagram</a>  : <a href='https://www.photocrowd.com/dgphotos/' rel='noreferrer nofollow'>Photocrowd</a>

© D.Godliman";14;45,072975;7,685558;"Oxford";"United Kingdom";"2018-09-29 10:17:45";1;3;1
"32409873957";"83776910@N06";"1";NA;"Čd 242 226-9 te Ševětín op 26-8-2016";"We waren in augustus 2016 drie weken op vakantie in Tsjechië en zaten daar op de camping bij het dorp Kostelec. Een geweldige vakantie gehad. Onze dochter kon heerlijk spelen op de camping en zodoende kon ik zo nu en dan wat treinen spotten. Eén van mijn vaste plekjes was het station van Ševětín. Dit station is gelegen aan de hoofdlijn tussen České Budějovice en Veselí nad Lužnicí. De lijn wordt bereden door de sneltreinen in de relaties České Budějovice- Praha-Holešovice en Brno-Plzeň. Voor deze sneltreinen worden respectievelijk de series 362 en 242 ingezet. Lokaal rijden er nog enkele stoptreinen die afwisselend door dieseltreinstellen van de serie 814 en getrokken treinen met een 242 of 362 worden gereden. De goederendienst wordt gereden door de series 230, 240, 363 en 363.5 waarbij soms ook opdruklocs worden gebruikt.

Eén van de meest interessante lokale stoptreinen van de trein die om 17:18 binnenkwam op station Ševětín. Ik heb deze trein in onze vakantie vijf keer gefotografeerd en iedere keer zat er weer een andere locomotief van de serie 242 voor en ook nog drie verschillende kleurstellingen. Verder waren, ondanks de korte lengte van twee rijtuigen, de wagens iedere keer anders gerangschikt en zaten er soms ook nog rijtuigen in de oude kleur achter.

Op vrijdag 26 augustus zien we loc 242 226-9 binnenkomen met Os 8213 Tábor-České Budějovice.";67;49,098652;14,57669;"Drachten";"Nederland";"2016-08-26 17:28:10";1;2;2
"32415092967";"94185526@N04";"1";NA;"il Pordenone (Giovanni Antonio de' Sacchis 1483 - 1539) San Martino (1527-1528) - Venezia Scuola grande di San Rocco - Mostra il giovane Tintoretto Galleria dell'Accademia - Venezia";"Pordenone (Giovanni Antonio de 'Sacchis 1483-1539) St. Martin (1527-1528) - Venice Scuola Grande di San Rocco - Exibition the young Tintoretto Accademia Gallery - Venice";15;45,431587;12,328484;NA;"Italia";"2018-12-11 09:52:10";10;3;1
"32421137367";"81035653@N00";"1";NA;"I ❤ Kyiv";"© photo rights reserved by <a href='http://www.flickr.com/photos/visbeek/'>B℮n</a>

A trip to Kiev might not be very obvious, but the capital of <b>Ukraine</b> will surprise you in many ways. In the center you will find stately houses and beautiful cathedrals, attractive alleys and large squares with trendy restaurants. A city with an impressive history where so much can be seen. Kiev arose on the river Dnieper, on the trade route to the Greeks. <b>Kiev</b> experienced its heyday between around 900, when it was the capital of the East Slavic Empire. For the next six centuries, Kiev was no more than a provincial town in the Russian Empire. It was not until 1991 that Ukraine became <b>independent</b> of the Soviet Union. In 2004, Kiev was the scene of fierce protest demonstrations against the falsification of the election results. This period is known as the <i>Orange Revolution</i>. In 2014 there were again demonstrations against the government of President Viktor Yanukovych on <b>Independence Square</b>: Maidan Nezalezhnosti, the undisputed heart of the city. Here you will find monuments, an underground mall and street artists, as well as reminders of the <i>EuroMaidan</i> revolution.

<i>Kiev is the hidden jewel of Eastern Europe and fast becoming the coolest capital city in Europe. Geographically, Kiev sits at the centre of Europe. In reality it feels like an entirely different world. Kiev is an ancient city where old meets new and East meets West. We stayed at the fine «Ukraine» hotel located in the heart of Kyiv - on the Independence Square, in a unique place where the cultural, political and entertainment life of the city intersects. The Ukrainan Independece Monument is one of the main sight om the square. The monument itself is a column of a woman Berehynia with branch of roses in her arms. Photo of the sign &quot;I love Kyiv&quot; on the Independence Square in Kiev, the capital of Ukraine.</i>

Een trip naar <b>Kiev</b> ligt misschien niet heel erg voor de hand, maar de hoofdstad van de <b>Oekraïne</b> zal je op vele vlakken verbazen. In het centrum vind je statige huizen en prachtige kathedralen, sfeervolle steegjes en grote pleinen met hippe restaurants. Een stad met een indrukwekkende historie waar zoveel is te zien. Kiev ontstond aan de rivier de Dnjepr, aan de handelsroute naar de Grieken. Kiev beleefde zijn bloeitijd tussen rond 900, toen het de hoofdstad van het Oost-Slavische Rijk was. De volgende zes eeuwen was Kiev niet meer dan een provinciestad in het Russische Rijk. Pas in 1991 werd Oekraïne <b>zelfstandig</b> van Sovjet-Unie. In 2004 was Kiev het toneel van felle protestdemonstraties tegen de vervalsing van de verkiezingsuitslag. Deze periode staat bekend als de <i>Oranjerevolutie</i>. In 2014 waren er weer demonstraties tegen de regering van president Viktor Janoekovytsj op het <b>onafhankelijkheidsplein</b>: Maidan Nezalezhnosti, het onbetwiste hart van de stad. Hier vind je monumenten, een ondergronds winkelcentrum en straatartiesten, maar ook aandenkens aan de <i>EuroMaidan</i> revolutie. We verbleven in het fijne hotel «Ukraine» midden in het hart van Kiev - met uitzicht op het Onafhankelijkheidsplein. Een unieke plek waar het culturele, politieke en amusementsleven van de stad bij elkaar komt. Foto van de letters <b>&quot;I love Kyiv&quot;</b> op het Onafhankelijkheidsplein in Kiev. ";79;50,449654;30,524268;NA;NA;"2018-08-04 07:10:12";1;2;1
"32436483927";"35110249@N05";"1";NA;"Daughter visiting her mother";"One of Australia’s most striking animals, the <b>koala</b> or inaccurately ‘koala bear’ (Phascolarctos cinereus), is bear-like in appearance, but in fact a tree-dwelling marsupial, related to kangaroos and wombats. 
The Koala has many nicknames, include <b>bangaroo</b>, <b>New Holland sloth</b>, <b>cullawine</b>, and <b>koolawong</b>.
The fur is silver grey to light brown, being lighter and shorter in the warmer north of its range, where the koala is also smaller. An adult male koala can weigh 8 to 14 kg and a female 5 to 11 kg, the body length is 60 to 85 cm. Koalas have sharp claws which help them climb trees and large noses that are coloured pink or black. 
Koalas live in the eucalyptus woodlands and forests of eastern and south-eastern Australia and range from northern Queensland to southwestern Victoria. They have been introduced in western Australia and nearby islands.
Koalas are nocturnal marsupials famous for spending most of their lives asleep in trees. During the day they doze, tucked into forks or nooks in the trees, sleeping for up to 20 hours. When not asleep a koala feeds on eucalyptus leaves, especially at night. Koalas do not drink much water and they get most of their moisture from these leaves. In Aborigine language, the word ‘koala’ means ‘no water’.
This picture was taken in <b>Zoo Duisburg</b>, Germany.
____________________________

<i>De <b>koala</b> of <b>buidelbeer</b> (Phascolarctos cinereus) is een buideldier uit de familie koala's (Phascolarctidae) die voorkomt in het oosten van Australië. De koala is geen beer, maar een buideldier, nauw verwant aan de kangoeroes. Vandaar ook de bijnaam: <b>Bangaroo</b>.
De naam &quot;Koala&quot; komt uit een uitgestorven aboriginaltaal die rond Sydney werd gesproken. Het zou zoiets betekenen als &quot;drinkt niet&quot;, verwijzend naar het feit dat de koala zelden drinkt.
Het mannetje weegt zo'n 12 kg, het vrouwtje 8 kg. Ze worden ongeveer 60 à 85 cm lang. In het noordelijke verspreidingsgebied wegen koala's bijna de helft minder. Zuidelijke koala's hebben een dikkere vacht dan die in het warmere noorden. De kleuren van de vachten variëren sterk per individu en worden lichter naarmate koala's ouder worden, maar de meeste zijn grijs met wit op de kin, borst, voorpoten en romp. Koala's hebben een korte staart, die geen functie lijkt te hebben.
Koala's komen voor in de eucalyptusbossen van de vier oostelijke deelstaten van Australië, Queensland, Nieuw-Zuid-Wales, Victoria en Zuid-Australië. 
Koala's eten bijna uitsluitend bladeren van de eucalyptusboom. De bladeren zijn vezelrijk en bevatten gif dat voor de meeste andere dieren gevaarlijk is. Ze drinken bijna niet. Vocht wordt uit het voedsel gehaald. Omdat koala's een langzaam vertering hebben, slapen koala's zo'n 20 uur per etmaal, vaak in een boom.
Deze foto is gemaakt in <b>Zoo Duisburg</b> in Duitsland. </i>
____________________________

<u>All rights reserved</u>. Copyright © Martien Uiterweerd (Foto Martien). All my images are protected under international authors copyright laws and may not be downloaded, reproduced, copied, transmitted or manipulated without my written explicit permission.
____________________________
.
.";84;51,437257;6,805558;"Arnhem";"The Netherlands";"2018-11-14 12:20:55";1;3;1
"32438407777";"20747318@N08";"1";NA;"Lincoln (644)";"High Bridge";0;53,228636;-0,541078;"Royston, Barnsley";"United Kingdom";"2018-10-05 15:44:06";9;3;1
"32438408037";"20747318@N08";"1";NA;"Lincoln (642)";"High Bridge";0;53,22863;-0,541681;"Royston, Barnsley";"United Kingdom";"2018-10-05 15:43:25";9;3;1
"32438412857";"158438800@N02";NA;NA;"2017-09-02 AT Wien 10 Favoriten, Altes Landgut, Hst. Altes Landgut, E2 4321+c5 Linie 67";NA;0;48,161172;16,383388;NA;NA;"2017-09-02 09:20:29";9;2;1
"32438413367";"158438800@N02";NA;NA;"2017-09-02 AT Wien 10 Favoriten, Altes Landgut, Hst. Altes Landgut, E1 4523+c3 1213 Linie 67";NA;1;48,161208;16,383388;NA;NA;"2017-09-02 09:19:17";9;2;1
"32438413807";"158438800@N02";NA;NA;"2018-05-04 AT Wien 10 Favoriten, Favoritenstraße, Klausenburger Straße";NA;0;48,168286;16,380847;NA;NA;"2018-05-04 18:37:01";9;1;2
"32438414497";"158438800@N02";NA;NA;"2018-05-04 AT Wien 10 Favoriten, Favoritenstraße @ Schleiergasse";NA;0;48,165802;16,381891;NA;NA;"2018-05-04 18:31:29";9;1;2
"32438414657";"158438800@N02";NA;NA;"2018-05-04 AT Wien 10 Favoriten, Favoritenstraße, Hebbelgasse";NA;0;48,165519;16,381988;NA;NA;"2018-05-04 18:31:16";9;1;2
"32438455347";"20747318@N08";"1";NA;"Lincoln (629)";"Mute Swan";0;53,227633;-0,543578;"Royston, Barnsley";"United Kingdom";"2018-10-05 15:39:14";9;3;1
"32438455457";"20747318@N08";"1";NA;"Lincoln (628)";"Mute Swan";0;53,227636;-0,543578;"Royston, Barnsley";"United Kingdom";"2018-10-05 15:39:12";9;3;1
"32438455627";"20747318@N08";"1";NA;"Lincoln (627)";"Mute Swan";0;53,227638;-0,543573;"Royston, Barnsley";"United Kingdom";"2018-10-05 15:39:07";9;3;1
"32438455737";"20747318@N08";"1";NA;"Lincoln (625)";"Mute Swan";0;53,227644;-0,543581;"Royston, Barnsley";"United Kingdom";"2018-10-05 15:38:59";9;3;1
"32438455927";"20747318@N08";"1";NA;"Lincoln (624)";"Mute Swan";0;53,227641;-0,5436;"Royston, Barnsley";"United Kingdom";"2018-10-05 15:38:55";9;3;1
"32438456077";"20747318@N08";"1";NA;"Lincoln (587)";"Mute Swan";0;53,227669;-0,543573;"Royston, Barnsley";"United Kingdom";"2018-10-05 15:31:51";9;3;1
"32438456167";"20747318@N08";"1";NA;"Lincoln (573)";"Mute Swan";0;53,227694;-0,543489;"Royston, Barnsley";"United Kingdom";"2018-10-05 15:30:10";9;3;1
"32438459987";"20747318@N08";"1";NA;"Lincoln (592)";"Mute Swans";0;53,227666;-0,543581;"Royston, Barnsley";"United Kingdom";"2018-10-05 15:32:06";9;3;1
"32438460077";"20747318@N08";"1";NA;"Lincoln (591)";"Mute Swans";0;53,227666;-0,543578;"Royston, Barnsley";"United Kingdom";"2018-10-05 15:32:04";9;3;1
"32438464727";"20747318@N08";"1";NA;"Lincoln (569)";"Brayford Pool";0;53,227677;-0,543603;"Royston, Barnsley";"United Kingdom";"2018-10-05 15:28:44";9;3;1
"32438464977";"20747318@N08";"1";NA;"Lincoln (558)";"Brayford Pool";0;53,228405;-0,5466;"Royston, Barnsley";"United Kingdom";"2018-10-05 15:23:46";9;3;1
"32438465247";"20747318@N08";"1";NA;"Lincoln (525)";"Brayford Pool";0;53,229244;-0,546075;"Royston, Barnsley";"United Kingdom";"2018-10-05 15:12:01";9;3;1
"32438465467";"20747318@N08";"1";NA;"Lincoln (637)";"Brayford Pool";0;53,228338;-0,54305;"Royston, Barnsley";"United Kingdom";"2018-10-05 15:41:43";9;3;1
"32438465727";"20747318@N08";"1";NA;"Lincoln (635)";"Brayford Pool";0;53,2284;-0,543064;"Royston, Barnsley";"United Kingdom";"2018-10-05 15:41:24";9;3;1
"32438466117";"20747318@N08";"1";NA;"Lincoln (632)";"Brayford Pool";0;53,228163;-0,54322;"Royston, Barnsley";"United Kingdom";"2018-10-05 15:40:29";9;3;1
"32438466657";"20747318@N08";"1";NA;"Lincoln (570)";"Brayford Pool";0;53,227677;-0,543598;"Royston, Barnsley";"United Kingdom";"2018-10-05 15:28:48";9;3;1
"32438466857";"157209506@N03";NA;NA;"Guisborough Priory Gardens";"Here I captured a photograph of Guisborough Priory gardens which in my opinion reminds me of a mystical/fantasy forest.
This photograph was taken on a FujiFilm JV160 Digital Camera.";0;54,536085;-1,052917;NA;NA;"2018-05-28 01:32:57";7;1;3
"32438515527";"43440662@N07";NA;NA;"Dry wall in the outskirts of San Marco in Lamis (Gargano, Apulia)";NA;0;41,691994;15,632997;NA;NA;"2018-04-02 10:36:04";1;1;1
"32438517817";"43440662@N07";NA;NA;"Church of Siponto (Gargano, Apulia)";NA;0;41,596522;15,813794;NA;NA;"2018-12-30 15:28:34";9;4;1
"32438530247";"43440662@N07";NA;NA;"Church of Siponto (Gargano, Apulia)";NA;0;41,596511;15,813761;NA;NA;"2018-12-30 15:25:35";9;4;1
"32438590407";"24406544@N00";"1";"Train Manager";"Animagique Theater - Walt Disney Studios Park (France)";"<b>Animagique Theater</b> 09/06/2018 16h56
The live show Mickey and the Magician in the Animagique Theater. This theater can host 1110 guests per show. Animagique was a live show at Walt Disney Studios Park in France, housed in Studios 3, at the entrance of Toon Studio. The show closed on January 31, 2016, to make way for Mickey and the Magician which began on July 2, 2016. 

We have seen the show: <a href='https://www.youtube.com/watch?v=Z-t5OwG_YQ8' rel='noreferrer nofollow'>Mickey and the Magician</a> (Youtube) 

<u>Toon Studio</u>
Toon Studio is inspired by Disney and Pixar animated characters. The lot features such Disney and Pixar characters as Crush (from Finding Nemo), The Genie (from Aladdin), Mater and Lightning McQueen (from Cars), Buzz Lightyear, Woody, Slinky, and other characters from Toy Story, in addition to the other Disney characters present in the land’s show, Mickey and the Magician.

When the park originally opened in 2002, the land was known as Animation Courtyard but in 2007, as part of the park’s 5th Anniversary, two new rides were added (Crush's Coaster and Cars Quatre Roues Rallye). In 2009, the area was expanded with Toy Story Playland. In January 2012, construction began on a new Ratatouille themed ride and restaurant. 
[ Wikipedia 2019 ]";5;48,86825;2,779219;"Amsterdam";"The Netherlands";"2018-06-09 16:56:09";7;1;1
